0.3;1652;2;20.0
0.29;1871;4;40.0
0.28;2220;3;30.0
0.27;796;2;20.0
0.26;1270;3;30.0
0.25;1221;4;40.0
0.24;1072;6;60.0
0.23;825;6;60.0
0.22;1008;7;70.0
0.21;1140;4;40.0
0.2;942;4;40.0
0.19;352;7;70.0
0.18;384;5;50.0
0.17;811;2;20.0
0.16;398;4;40.0
0.15;358;5;50.0
0.14;345;4;40.0
0.13;134;4;40.0
0.12;288;5;50.0
0.11;494;4;40.0
0.1;239;4;40.0
0.09;116;8;80.0
0.08;177;6;60.0
0.07;364;4;40.0
0.06;446;4;40.0
0.05;152;6;60.0
0.04;324;4;40.0
0.03;217;6;60.0
0.02;328;4;40.0
0.01;513;4;40.0
